,origin_latitude,origin_longitude,destination_latitude,destination_longitude,regiao,date
18244,-8.0623117,-34.8992023,-8.085882000000002,-34.885467,Recife,2019-05-19 20:24:20.169
1694,-23.613509,-46.665253,-23.6375443,-46.66687720000001,Sao Paulo,2019-05-19 17:30:32.826
26758,-22.727239,-47.652075,-22.714125,-47.641976,Piracicaba,2019-05-19 21:18:00.973
184,-16.6833773,-49.2505266,-16.6847,-49.248668,Goiania,2019-05-19 20:54:41.518
40274,-27.599319,-48.608059,-27.596524,-48.616083,Sao Jose,2019-05-20 12:06:45.081
46964,-5.069501,-42.79314229999999,-5.072617,-42.796347,Teresina,2019-05-19 11:11:08.005
9912,-23.582463,-46.678489,-23.592423,-46.675308,Sao Paulo,2019-05-20 13:15:40.332
22876,-23.294276,-51.19852479999999,-23.328356,-51.19371500000001,Londrina,2019-05-19 19:32:24.978
29876,-23.5866049,-46.6775225,-23.571642,-46.653098,Sao Paulo,2019-05-19 19:15:41.403
23350,-23.561219,-46.6938972,-23.5590569,-46.6559177,Sao Paulo,2019-05-20 22:34:47.882
46138,-19.924718,-43.93790900000001,-19.9341125,-43.9576471,Belo Horizonte,2019-05-20 13:33:39.319
33008,-20.4611595,-54.6078176,-20.471277,-54.567798,Campo Grande,2019-05-19 18:51:01.072
21730,-22.9645348,-43.1759615,-22.953373000000006,-43.1958539,Rio - Zona Sul,2019-05-20 19:21:32.468
48063,-22.892835,-47.027908,-22.914388,-47.05494,Campinas,2019-05-20 12:55:25.138
2184,-16.705632,-49.268819,-16.694401,-49.280301,Goiania,2019-05-20 15:35:57.565
33804,-22.9018391,-43.11231220000001,-22.906526,-43.103265,Niteroi,2019-05-19 12:36:15.571
26601,-15.808737900000002,-47.8855958,-15.801793,-47.943815,Brasilia,2019-05-20 12:11:42.840
19721,-23.53907,-46.773915,-23.530578,-46.784956,Osasco,2019-05-20 12:11:43.364
23782,-15.79501,-47.916538,-15.791422,-47.919884,Brasilia,2019-05-19 18:40:11.699
19867,-21.211983,-47.81587800000001,-21.183172,-47.795324,Ribeirao Preto,2019-05-20 11:55:44.663
25146,-20.463,-54.612216,-20.457157,-54.618363,Campo Grande,2019-05-19 19:31:43.047
10168,-20.3343129,-40.28674960000001,-20.351535,-40.290929,Vila Velha,2019-05-20 19:54:08.457
21263,-23.5717979,-46.6555755,-23.542143,-46.651058,Sao Paulo,2019-05-20 18:52:05.201
22996,-23.5847014,-46.685663,-23.535433,-46.664598,Sao Paulo,2019-05-19 11:27:10.504
34216,-23.174967,-46.92123400000001,-23.16362,-46.926193,Jundiai,2019-05-19 21:56:57.281
15677,-22.983984,-43.210772,-22.973081,-43.188391,Rio - Zona Sul,2019-05-20 12:08:46.698
2090,-20.27831,-40.300499,-20.2872872,-40.2971849,Vitoria,2019-05-19 15:15:18.022
21557,-3.7407773,-38.53586729999999,-3.721613,-38.570688,Fortaleza,2019-05-20 20:54:47.768
1312,-3.7516694,-38.5018884,-3.7459582,-38.5040579,Fortaleza,2019-05-20 17:26:25.717
36964,-23.5810912,-46.6252155,-23.568931600000006,-46.6189261,Sao Paulo,2019-05-19 13:15:14.908
32406,-21.997419,-47.913274,-21.988849,-47.902994,Sao Carlos,2019-05-20 12:30:07.230
48804,-9.669277,-35.71537199999999,-9.661613,-35.723037,Maceio,2019-05-20 14:24:49.797
33446,-22.9489199,-43.1839859,-22.9419464,-43.1764911,Rio - Zona Sul,2019-05-19 14:59:20.170
33168,-22.9837869,-43.2073151,-22.981994,-43.208289,Rio - Zona Sul,2019-05-19 19:44:33.127
49996,-3.79846,-38.500195,-3.7994548,-38.4895635,Fortaleza,2019-05-19 18:11:32.156
14897,-22.9827512,-43.36281339999999,-22.988559,-43.349881,Rio - Barra,2019-05-19 21:17:23.874
16945,-10.190769,-48.334909,-10.199632,-48.321951,Palmas,2019-05-20 11:59:32.185
36583,-19.881887,-43.928207,-19.892132,-43.927861,Belo Horizonte,2019-05-20 19:13:31.087
12563,-23.5706524,-46.6434982,-23.571988,-46.626828,Sao Paulo,2019-05-19 21:08:47.995
7030,-23.61777,-46.618476,-23.604534,-46.614322,Sao Paulo,2019-05-20 15:22:22.860
48926,-20.4810873,-54.59498050000001,-20.4640747,-54.5941811,Campo Grande,2019-05-20 22:28:21.501
19525,-21.194788100000004,-47.8129082,-21.203715,-47.7788245,Ribeirao Preto,2019-05-20 11:45:33.057
38988,-15.768961,-47.887929,-15.78256,-47.88321,Brasilia,2019-05-19 19:41:58.195
17351,-23.1959991,-46.8777595,-23.200116,-46.878849,Jundiai,2019-05-19 13:06:11.155
17611,-22.9810936,-43.22310020000001,-22.951822,-43.1894399,Rio - Zona Sul,2019-05-19 20:08:51.550
43112,-23.193874,-45.893537,-23.203614,-45.873944,Sao Jose Dos Campos,2019-05-19 18:34:16.885
23535,-23.4987859,-47.4686219,-23.474671,-47.463156,Sorocaba,2019-05-19 20:44:41.065
33210,-21.1825415,-47.8040984,-21.2200685,-47.819253,Ribeirao Preto,2019-05-20 15:38:12.470
46424,-8.0452984,-34.9017465,-8.0323298,-34.8944637,Recife,2019-05-19 14:50:16.149
34359,-15.795434,-47.891694,-15.813045,-47.893048,Brasilia,2019-05-19 13:50:37.448
18668,-19.933511,-43.932674,-19.930840600000003,-43.9365716,Belo Horizonte,2019-05-19 17:37:50.257
32649,-23.5170743,-46.6286757,-23.521408,-46.641784,Sao Paulo,2019-05-19 12:49:23.134
3855,-3.743436,-38.5601066,-3.736809,-38.576438,Fortaleza,2019-05-20 17:48:50.593
16394,-22.8864354,-47.0682205,-22.8824783,-47.0700838,Campinas,2019-05-19 22:12:39.942
12580,-23.3287065,-51.1377134,-23.32421,-51.157335,Londrina,2019-05-19 13:38:13.911
16406,-21.1831219,-47.7923681,-21.1732274,-47.8076393,Ribeirao Preto,2019-05-19 12:32:20.446
12958,-30.0088362,-51.144527,-30.0446889,-51.1514752,Porto Alegre,2019-05-19 18:59:07.562
9815,-19.9747556,-43.9447772,-19.964768,-43.946017,Belo Horizonte,2019-05-19 14:34:11.079
47982,-19.9690487,-43.960237000000006,-19.9791228,-43.9747304,Belo Horizonte,2019-05-20 12:38:45.053
41252,-25.437241,-49.2744879,-25.439798,-49.277925,Curitiba,2019-05-20 21:06:16.332
9617,-23.4768951,-46.6205297,-23.483298,-46.626643,Sao Paulo,2019-05-19 22:56:15.354
19451,-30.0514397,-51.1869627,-30.040833600000006,-51.1854402,Porto Alegre,2019-05-19 20:05:05.153
18116,-21.191336,-47.786942,-21.199114,-47.804062,Ribeirao Preto,2019-05-19 22:05:51.991
20268,-3.771111,-38.577596,-3.781107,-38.562757,Restaurante Parceiro,2019-05-19 19:05:56.397
11484,-23.285543,-51.173215,-23.309537,-51.156598,Londrina,2019-05-20 18:40:42.084
11974,-25.4234544,-49.2708762,-25.4089278,-49.2612388,Curitiba,2019-05-19 18:40:34.440
15423,-23.5604004,-46.6503378,-23.552228,-46.638066,Sao Paulo,2019-05-20 11:46:14.533
30891,-15.738689,-47.900867,-15.718729000000002,-47.885194,Brasilia,2019-05-19 20:59:02.076
48851,-3.725156,-38.551916,-3.721702,-38.55285,Fortaleza,2019-05-19 13:13:21.508
47004,-19.926141,-43.942374,-19.947461800000006,-43.9360225,Belo Horizonte,2019-05-19 21:32:30.797
33897,-21.209393,-47.800161,-21.207413,-47.794555,Ribeirao Preto,2019-05-19 20:40:33.659
17988,-8.0527331,-34.9023502,-8.050931,-34.9023,Recife,2019-05-19 14:19:29.139
27969,-22.787422,-43.309287,-22.773132,-43.29066,Duque De Caxias,2019-05-20 15:16:48.519
14786,-22.9168303,-47.0868925,-22.8817239,-47.0668529,Campinas,2019-05-20 12:39:15.225
18754,-22.9263472,-47.0399536,-22.9259457,-47.0507189,Campinas,2019-05-20 19:06:37.221
38041,-22.9018391,-43.11231220000001,-22.899818,-43.111392,Niteroi,2019-05-19 15:42:25.730
5375,-8.110445799999999,-34.893602200000004,-8.1073506,-34.8892706,Recife,2019-05-19 20:09:13.052
49947,-12.983461,-38.513075,-12.990646,-38.511071,Salvador,2019-05-20 13:13:02.392
48501,-23.5561743,-46.6590119,-23.589334,-46.678613,Sao Paulo,2019-05-19 18:20:52.648
48140,-21.1923658,-47.8115206,-21.1750966,-47.8397198,Ribeirao Preto,2019-05-20 14:08:20.970
17627,-23.6037475,-46.626145,-23.6107146,-46.61142750000001,Sao Paulo,2019-05-20 19:28:28.107
43401,-25.422864,-49.270072,-25.451076,-49.277274,Curitiba,2019-05-20 13:08:22.766
17275,-23.519687,-46.834424,-23.528537,-46.837025,Carapicuiba,2019-05-19 15:39:28.667
44994,-19.964927,-43.954334,-19.962353,-43.948767,Belo Horizonte,2019-05-20 20:25:21.424
6659,-22.9334049,-43.2413254,-22.928202,-43.241431,Rio - Centro,2019-05-20 14:28:44.223
511,-5.08485,-42.789573,-5.068605000000002,-42.799653,Teresina,2019-05-19 20:32:41.084
33557,-21.211629,-47.81414,-21.1854879,-47.794649,Ribeirao Preto,2019-05-20 11:31:03.217
21172,-16.688965,-49.299324,-16.682302,-49.302478,Goiania,2019-05-19 16:56:02.883
47370,-26.990497,-48.6320651,-26.983912,-48.640112,Balneario Camboriu,2019-05-20 12:33:15.806
24382,-12.9954233,-38.4712748,-12.973698,-38.453431,Salvador,2019-05-19 17:45:32.625
29441,-19.9329209,-43.9509364,-19.9475539,-43.9507812,Belo Horizonte,2019-05-19 19:43:04.071
16574,-23.5146222,-46.6598655,-23.4842143,-46.6425141,Sao Paulo,2019-05-19 11:09:29.893
20036,-22.997883,-43.357982,-23.00495,-43.350799,Rio - Barra,2019-05-19 14:56:00.425
35394,-23.574376,-46.727155,-23.562692,-46.715914,Sao Paulo,2019-05-20 18:22:01.214
17592,-22.851655,-47.053729,-22.8549801,-47.0448303,Campinas,2019-05-19 20:35:05.151
40450,-15.858367,-47.831438,-15.823951999999998,-47.82020900000001,Brasilia,2019-05-19 17:20:50.712
42521,-9.64868,-35.70073499999999,-9.659377100000002,-35.6993898,Maceio,2019-05-20 13:13:53.645
1172,-21.176170000000006,-47.80832,-21.161531,-47.809495,Ribeirao Preto,2019-05-20 11:37:00.205
7459,-25.423084,-49.281863,-25.416217,-49.287941,Curitiba,2019-05-20 13:08:18.113
3134,-21.1781062,-47.7898623,-21.1794,-47.812465,Ribeirao Preto,2019-05-20 18:58:28.923
36022,-23.971022,-46.324009,-23.966756,-46.321172,Santos,2019-05-19 18:27:05.557
40030,-19.9251716,-43.9197344,-19.9205135,-43.9420213,Belo Horizonte,2019-05-20 18:48:21.063
14429,-12.9892679,-38.45605949999999,-12.986052,-38.435921,Salvador,2019-05-19 21:05:52.903
8539,-26.902622,-49.089171,-26.914209000000003,-49.075296,Blumenau,2019-05-20 11:47:38.491
19454,-21.1960193,-47.779805,-21.1975494,-47.7786508,Ribeirao Preto,2019-05-20 12:28:36.823
45011,-23.691601,-46.623328,-23.687992,-46.614754,Abc,2019-05-20 18:08:43.648
19755,-19.951509,-43.934949,-19.969239,-43.950717,Belo Horizonte,2019-05-20 13:02:46.311
38979,-20.294381100000006,-40.2931662,-20.277646,-40.301012,Vitoria,2019-05-20 11:51:11.194
49894,-23.564596,-46.653634,-23.562631,-46.630904,Sao Paulo,2019-05-20 18:59:32.057
23461,-22.9012142,-47.0603836,-22.9316359,-47.07050570000001,Campinas,2019-05-20 13:25:36.461
19255,-22.9207865,-47.0572186,-22.921102,-47.061276,Campinas,2019-05-19 17:21:29.087
36370,-30.03116,-51.233675,-30.030137,-51.191038,Porto Alegre,2019-05-20 21:16:30.170
13768,-23.542511,-46.6577055,-23.5639654,-46.6896941,Sao Paulo,2019-05-20 21:25:41.920
2403,-3.736217,-38.496768,-3.726894,-38.489222,Fortaleza,2019-05-19 20:24:38.213
40912,-25.477753,-49.2909558,-25.45065,-49.2661841,Curitiba,2019-05-20 11:34:37.007
10838,-3.1133498,-60.0263531,-3.1024031,-60.0230542,Manaus,2019-05-19 18:24:20.978
47434,-23.961471,-46.337676,-23.963399,-46.339887,Santos,2019-05-19 19:40:46.587
6207,-13.004334,-38.4908324,-13.000885,-38.491232,Salvador,2019-05-19 13:26:26.646
48230,-19.928244,-43.946716,-19.9441036,-43.92417,Belo Horizonte,2019-05-20 11:35:57.808
44980,-16.691485,-49.268654,-16.710287,-49.258792,Goiania,2019-05-20 19:18:05.622
20342,-22.9051792,-43.1037251,-22.9041061,-43.10128570000001,Niteroi,2019-05-19 18:18:56.615
18270,-25.4381799,-49.2664583,-25.4340594,-49.2504474,Curitiba,2019-05-19 12:07:30.892
39805,-12.997222,-38.444393,-12.98717,-38.435161,Salvador,2019-05-19 19:51:11.835
22423,-7.229369,-35.901523,-7.220376,-35.912784,Campina Grande,2019-05-19 21:58:25.229
12010,-23.5453464,-46.5714841,-23.5523738,-46.5715099,Sao Paulo,2019-05-19 18:50:46.123
44218,-3.7432055,-38.5604489,-3.7252594,-38.565248,Fortaleza,2019-05-20 11:52:10.409
27062,-23.6037475,-46.626145,-23.6056,-46.640439,Sao Paulo,2019-05-19 21:36:45.479
25730,-3.775543700000001,-38.5619871,-3.785734,-38.562869,Fortaleza,2019-05-19 20:37:41.418
34794,-23.608308,-46.670414,-23.639498,-46.6687448,Sao Paulo,2019-05-19 14:55:26.393
10098,-22.9833304,-43.1917206,-22.97005,-43.188733,Rio - Zona Sul,2019-05-19 13:02:51.373
19243,-22.723599,-47.647997,-22.746329,-47.635815,Piracicaba,2019-05-19 12:15:30.941
1526,-12.970223,-38.474137,-12.975222,-38.466892,Salvador,2019-05-19 18:55:45.937
32995,-23.313732,-51.165697,-23.3200906,-51.1891328,Londrina,2019-05-20 19:58:27.787
47315,-15.8359335,-48.039625,-15.832539,-48.010287,Brasilia,2019-05-19 17:09:00.047
44450,-22.9026547,-43.177764,-22.902502,-43.17407100000001,Rio - Centro,2019-05-20 14:37:19.637
27812,-23.639374,-46.554313,-23.641954,-46.537468,Abc,2019-05-20 18:12:13.040
43523,-19.944311,-44.040282,-19.933605,-44.045441,Contagem,2019-05-20 11:24:22.945
5002,-22.8915081,-47.0690609,-22.892082,-47.048555,Campinas,2019-05-19 12:44:56.492
17477,-23.588532,-46.618199,-23.6020846,-46.66683949999999,Sao Paulo,2019-05-19 20:59:44.520
10887,-23.561232,-46.675786,-23.5796005,-46.6709829,Sao Paulo,2019-05-19 20:35:49.116
31668,-9.6587351,-35.7103858,-9.659658,-35.705287,Maceio,2019-05-20 21:08:46.371
7729,-13.012467,-38.483454,-12.9914571,-38.4912751,Salvador,2019-05-19 11:31:37.895
25573,-23.2194421,-45.889989,-23.2258449,-45.8968885,Sao Jose Dos Campos,2019-05-20 19:09:59.890
21675,-23.4894683,-46.6323854,-23.492963,-46.644133,Sao Paulo,2019-05-20 20:16:40.615
41835,-22.9572024,-43.1766441,-22.9389885,-43.1903508,Rio - Zona Sul,2019-05-19 14:11:29.540
43091,-23.5261177,-46.6944154,-23.546636,-46.687275,Sao Paulo,2019-05-19 19:06:06.769
268,-23.497971,-46.656805,-23.5041923,-46.6361652,Sao Paulo,2019-05-19 13:40:44.289
12489,-12.969988,-38.481,-12.945988,-38.47379,Salvador,2019-05-20 19:08:23.074
10550,-19.963722,-43.965635,-19.954953,-43.932938,Belo Horizonte,2019-05-20 12:00:35.051
8299,-25.422704,-49.270245,-25.4151977,-49.2602848,Curitiba,2019-05-19 13:07:22.943
9713,-23.5391959,-46.6324688,-23.5133258,-46.68907979999999,Sao Paulo,2019-05-20 14:30:13.088
46487,-23.9586711,-46.3333859,-23.967882,-46.347803000000006,Restaurante Parceiro,2019-05-19 20:10:14.366
3293,-25.423374,-49.27052,-25.459617,-49.289473,Curitiba,2019-05-20 19:59:32.338
44726,-23.958855,-46.333893,-23.959331,-46.348025,Santos,2019-05-19 13:40:25.489
18508,-23.542511,-46.6577055,-23.539878,-46.626755,Sao Paulo,2019-05-19 17:18:02.022
15489,-27.59606,-48.613774,-27.572704,-48.616504,Sao Jose,2019-05-19 14:18:57.867
2498,-19.928244,-43.946716,-19.9276987,-43.9527307,Belo Horizonte,2019-05-20 19:30:46.131
38452,-23.5453938,-46.5453303,-23.543731,-46.550552,Sao Paulo,2019-05-19 18:55:04.476
10979,-22.8932272,-47.05491019999999,-22.854886,-47.04586,Campinas,2019-05-19 12:49:04.062
231,-23.609417,-46.659121,-23.5757331,-46.6748058,Sao Paulo,2019-05-20 21:38:43.679
36343,-8.160943,-34.913511,-8.193405,-34.920937,Recife,2019-05-19 18:44:02.179
25800,-15.629535999999998,-56.056184,-15.629026,-56.047799,Cuiaba,2019-05-20 12:54:45.579
4594,-21.776333,-43.348041,-21.749232,-43.357589,Juiz De Fora,2019-05-20 22:18:24.579
17417,-19.9279851,-43.9474041,-19.926704,-43.942101,Belo Horizonte,2019-05-19 18:27:30.917
15125,-22.943606600000006,-43.16027860000001,-22.945224,-43.161244,Rio - Zona Sul,2019-05-19 12:11:23.783
1452,-23.3155749,-51.1668268,-23.299984,-51.186932,Londrina,2019-05-20 12:33:31.521
31813,-23.5919436,-46.6788428,-23.6117685,-46.6970184,Sao Paulo,2019-05-20 11:51:05.845
19694,-22.914959,-43.094839,-22.902943,-43.097108,Niteroi,2019-05-19 19:39:20.318
9837,-22.923857100000006,-43.25587270000001,-22.922866,-43.22805200000001,Rio - Centro,2019-05-19 18:24:00.813
23018,-23.3308668,-51.170153000000006,-23.32609,-51.180466,Londrina,2019-05-19 20:37:56.523
27572,-23.5706524,-46.6434982,-23.605583,-46.616115,Sao Paulo,2019-05-20 13:07:47.443
22275,-16.719573,-49.274585,-16.7126683,-49.237385,Goiania,2019-05-19 21:57:33.323
39492,-20.435169,-54.587927,-20.437987,-54.568598,Campo Grande,2019-05-19 19:45:13.314
15833,-23.643904,-46.672099,-23.644119,-46.633868,Sao Paulo,2019-05-19 14:24:11.980
21208,-15.817864000000002,-47.875084,-15.797928,-47.88255,Brasilia,2019-05-20 12:17:21.162
7777,-23.7044982,-46.6175998,-23.7117353,-46.60199220000001,Abc,2019-05-20 18:19:01.451
15429,-23.608786,-46.689889,-23.611851,-46.684673,Sao Paulo,2019-05-19 20:22:28.760
19765,-19.9603942,-43.9571396,-19.930751,-43.936342,Belo Horizonte,2019-05-19 13:31:36.991
38410,-3.7407773,-38.53586729999999,-3.749927,-38.515806,Fortaleza,2019-05-19 13:48:33.085
30109,-20.4802359,-54.6025696,-20.481653,-54.598095,Campo Grande,2019-05-20 20:21:18.224
17028,-27.5955213,-48.55036930000001,-27.601903000000004,-48.548341,Florianopolis,2019-05-20 16:07:57.294
918,-22.9114214,-43.1092297,-22.9046604,-43.1186943,Niteroi,2019-05-19 12:33:30.019
43002,-22.8324762,-47.07655379999999,-22.889368,-47.062187,Campinas,2019-05-19 19:05:08.850
46218,-23.585493,-46.679706,-23.559741,-46.646492,Sao Paulo,2019-05-20 12:06:52.585
40205,-23.488075,-46.548852,-23.471923800000006,-46.56113320000001,Guarulhos,2019-05-20 20:12:55.567
23,-10.93264,-37.070101,-10.960097,-37.043173,Aracaju,2019-05-20 19:59:13.261
10944,-22.8932023,-47.05484050000001,-22.9020132,-47.0556958,Campinas,2019-05-19 21:10:30.943
48683,-23.518541,-46.726426,-23.53496,-46.724691,Sao Paulo,2019-05-20 18:45:56.274
38204,-22.937256,-43.327418,-22.931509,-43.353326,Rio - Jacarepagua,2019-05-19 14:43:35.117
45965,-23.570607,-46.643489,-23.5579459,-46.6393873,Sao Paulo,2019-05-19 15:59:07.551
13571,-22.9018391,-43.11231220000001,-22.8963424,-43.0990375,Niteroi,2019-05-19 21:55:42.544
14948,-23.330462,-51.1521539,-23.3349544,-51.1761814,Londrina,2019-05-19 14:05:16.820
27731,-23.463158,-46.877762,-23.493932,-46.851335,Barueri,2019-05-20 19:57:54.201
23578,-15.812098,-47.994619,-15.812833,-47.988463,Brasilia,2019-05-19 19:45:51.523
33049,-30.0216039,-51.191300700000006,-30.030990000000006,-51.208735,Porto Alegre,2019-05-20 20:21:32.272
6216,-21.2014032,-47.8138145,-21.207134,-47.788519,Ribeirao Preto,2019-05-20 12:06:50.888
15008,-15.595299,-56.112747,-15.5849101,-56.1086286,Cuiaba,2019-05-19 12:36:49.282
2039,-22.962275,-43.17595,-22.9414371,-43.182654600000006,Rio - Zona Sul,2019-05-19 15:54:00.211
14489,-22.8767846,-47.043745,-22.88141,-47.039844,Campinas,2019-05-19 18:57:46.121
8838,-23.3155749,-51.1668268,-23.326423,-51.152523,Londrina,2019-05-20 14:10:55.202
9099,-22.825249,-47.06727100000001,-22.819304,-47.094118,Campinas,2019-05-20 15:53:21.531
20057,-1.4437483,-48.4895425,-1.438125,-48.465043,Belem,2019-05-19 19:10:31.546
20576,-23.5528977,-46.6422765,-23.55858,-46.64168400000001,Sao Paulo,2019-05-20 19:40:25.658
27679,-25.3997484,-49.258783,-25.439848,-49.26970900000001,Curitiba,2019-05-20 21:28:21.475
5088,-22.827828,-47.097987,-22.8309328,-47.075683700000006,Campinas,2019-05-20 22:04:31.979
20963,-15.836474,-48.035781,-15.823201,-48.060902,Brasilia,2019-05-20 12:29:11.878
21044,-3.734827,-38.566827,-3.733725,-38.5423673,Fortaleza,2019-05-20 20:25:07.298
8232,-22.868982,-47.045134,-22.880587,-47.064956,Campinas,2019-05-19 11:31:54.690
31508,-19.9461178,-43.928719,-19.9358557,-43.9324605,Belo Horizonte,2019-05-19 12:01:05.733
32644,-23.553043,-46.658743,-23.5491445,-46.6607984,Sao Paulo,2019-05-19 19:50:18.016
40053,-29.1697498,-51.1797296,-29.1561259,-51.16011220000001,Caxias Do Sul,2019-05-19 17:26:20.073
14401,-19.920918,-43.958988,-19.969702,-43.969658,Belo Horizonte,2019-05-20 11:56:16.941
19067,-22.963804,-43.177536,-22.9253395,-43.1781013,Rio - Zona Sul,2019-05-19 19:26:19.690
39396,-10.189292,-48.335182,-10.181946,-48.319649,Palmas,2019-05-19 15:03:11.316
45227,-23.199676,-46.889651,-23.193361,-46.892198,Jundiai,2019-05-20 20:06:52.979
46623,-20.470682,-54.607562,-20.461365,-54.62254100000001,Campo Grande,2019-05-19 14:05:20.674
22611,-23.6062866,-46.6721727,-23.6035658,-46.6647293,Sao Paulo,2019-05-20 13:49:36.638
35916,-16.7025517,-49.2648445,-16.735383900000002,-49.26899539999999,Goiania,2019-05-20 20:02:33.651
21489,-15.7652699,-47.8911177,-15.8228749,-47.9080539,Brasilia,2019-05-19 14:09:57.653
46474,-23.5658059,-46.6508012,-23.556249800000003,-46.6887473,Sao Paulo,2019-05-20 11:16:50.010
26008,-25.422704,-49.270245,-25.4200609,-49.25520220000001,Curitiba,2019-05-20 19:41:40.749
49004,-3.7907933,-38.4812386,-3.807611,-38.49658,Fortaleza,2019-05-19 20:12:31.420
11935,-22.872089000000006,-47.062993,-22.869329,-47.060945,Campinas,2019-05-20 19:50:09.393
43289,-15.745251,-47.893309,-15.764068,-47.891532,Brasilia,2019-05-19 13:05:50.962
1471,-22.9571931,-43.1766428,-22.9664,-43.179116,Rio - Zona Sul,2019-05-20 19:14:09.735
21674,-15.5920301,-56.1048903,-15.621571,-56.061654,Cuiaba,2019-05-20 13:06:38.679
16370,-23.9649847,-46.332159,-23.9618442,-46.34393009999999,Santos,2019-05-19 12:42:39.800
31696,-3.7411363,-38.4717768,-3.735028,-38.503018,Fortaleza,2019-05-20 11:21:44.288
2626,-29.916028000000004,-51.178372,-29.932646,-51.170348,Canoas,2019-05-19 18:13:56.005
14000,-23.581017000000006,-46.675776,-23.601963,-46.672076,Sao Paulo,2019-05-19 18:52:20.487
12518,-25.420629,-49.290302,-25.393287,-49.259858,Curitiba,2019-05-20 19:19:07.938
47514,-5.8532294,-35.2027088,-5.844082,-35.20727,Natal,2019-05-20 19:31:41.054
31421,-23.64556,-46.574575,-23.645942,-46.562471,Abc,2019-05-19 21:12:54.504
21543,-23.571588,-46.658561,-23.627071,-46.669681,Sao Paulo,2019-05-19 20:51:27.477
47996,-23.5495521,-46.604699,-23.559842,-46.597936,Sao Paulo,2019-05-20 15:38:04.131
45019,-23.561401,-46.560424,-23.555184,-46.562534,Sao Paulo,2019-05-19 20:24:45.216
13230,-23.559093,-46.640827,-23.583826,-46.59163,Sao Paulo,2019-05-19 20:55:04.493
6629,-8.032147,-34.913472,-8.059447,-34.871837,Recife,2019-05-20 11:29:34.601
46654,-8.036846,-34.913039000000005,-8.0291979,-34.916888,Recife,2019-05-20 12:34:19.058
9249,-15.7867436,-47.8890379,-15.7790396,-47.8747883,Brasilia,2019-05-20 13:02:05.474
34665,-23.585493,-46.679706,-23.5834226,-46.63271169999999,Sao Paulo,2019-05-20 21:26:16.304
18350,-15.8231799,-47.9058422,-15.824821,-47.904181,Brasilia,2019-05-19 22:08:41.857
32968,-22.9830183,-43.1915776,-22.974970000000006,-43.189138,Rio - Zona Sul,2019-05-20 12:30:27.580
33578,-15.738689,-47.900867,-15.759529,-47.882112,Brasilia,2019-05-19 21:16:44.088
39126,-23.5453464,-46.5714841,-23.5539698,-46.5682185,Sao Paulo,2019-05-19 19:56:15.990
35799,-23.220443600000007,-45.891474,-23.2470067,-45.916836,Sao Jose Dos Campos,2019-05-20 11:18:36.422
13015,-15.818181,-47.874849,-15.786196,-47.851593,Brasilia,2019-05-20 12:46:13.865
29205,-23.479942,-46.628906,-23.531512,-46.647585,Sao Paulo,2019-05-19 20:46:50.743
27753,-3.8183863,-38.4977774,-3.819859,-38.53380900000001,Fortaleza,2019-05-19 20:08:30.935
26945,-3.734660700000001,-38.50949110000001,-3.769272,-38.515279,Fortaleza,2019-05-20 11:49:57.555
25813,-22.9194793,-43.24975,-22.9218173,-43.2573123,Rio - Centro,2019-05-20 20:22:18.708
23230,-23.542511,-46.6577055,-23.562085,-46.64177100000001,Sao Paulo,2019-05-19 19:37:07.701
45366,-16.708113,-49.246474,-16.710763,-49.241179,Goiania,2019-05-20 19:08:27.154
23651,-19.9170841,-43.91322879999999,-19.905056,-43.903357,Belo Horizonte,2019-05-19 20:32:13.531
47597,-23.5565488,-46.6915389,-23.544563,-46.651058,Sao Paulo,2019-05-20 21:32:43.578
35476,-22.9808586,-43.22286500000001,-22.976311,-43.230848,Rio - Zona Sul,2019-05-19 21:40:12.130
4729,-3.7202765,-38.5154961,-3.7454589,-38.4917401,Fortaleza,2019-05-19 20:51:37.774
47497,-19.9187526,-43.9375129,-19.9340932,-43.95802800000001,Belo Horizonte,2019-05-19 20:37:24.736
14241,-22.9021727,-43.1834792,-22.9022,-43.185411,Rio - Centro,2019-05-20 13:08:01.830
6894,-23.5619908,-46.6992755,-23.554197,-46.677848,Sao Paulo,2019-05-19 21:02:16.699
24644,-23.553761,-46.658912,-23.56904,-46.649212,Sao Paulo,2019-05-19 18:58:44.569
7057,-16.71195,-49.3029391,-16.721164,-49.267836,Goiania,2019-05-19 19:49:08.601
48618,-23.630916,-46.692943,-23.6369031,-46.7125404,Sao Paulo,2019-05-20 19:46:58.400
8610,-23.4673608,-46.5304889,-23.4723638,-46.5375567,Guarulhos,2019-05-20 18:48:10.479
15805,-16.646933999999998,-49.275572,-16.654826999999994,-49.255239,Goiania,2019-05-19 14:05:50.117
716,-23.5070095,-46.6731162,-23.505181,-46.67443400000001,Sao Paulo,2019-05-20 12:23:34.342
15426,-23.5717979,-46.6555755,-23.558869,-46.672857,Sao Paulo,2019-05-20 19:53:16.910
38965,-22.9018391,-43.11231220000001,-22.903837,-43.101445,Niteroi,2019-05-19 19:55:12.935
41285,-19.928075600000003,-43.9597989,-19.914332,-43.9574039,Belo Horizonte,2019-05-20 19:18:48.521
40614,-1.4442166,-48.4891489,-1.427799,-48.452686,Belem,2019-05-19 16:19:44.202
