,origin_latitude,origin_longitude,destination_latitude,destination_longitude,regiao,date
28785,-16.707504,-49.252832,-16.720025500000002,-49.2615923,Goiania,2019-05-20 20:47:07.530
19240,-3.7407773,-38.53586729999999,-3.7252629,-38.5593285,Fortaleza,2019-05-20 12:23:55.026
22541,-13.014487,-38.488146,-12.997806,-38.512888,Salvador,2019-05-19 19:12:42.573
29925,-25.4323117,-49.2813448,-25.4562659,-49.2913198,Curitiba,2019-05-20 12:36:54.999
9501,-18.9203495,-48.2756677,-18.921766,-48.264656,Uberlandia,2019-05-19 20:01:15.611
30867,-19.976899600000007,-43.9408995,-19.9757796,-43.93567119999999,Belo Horizonte,2019-05-19 13:23:20.631
26733,-25.4404872,-49.2949904,-25.388881100000006,-49.2853418,Curitiba,2019-05-20 19:32:20.673
5196,-23.587377,-46.645338,-23.589598100000003,-46.64779799999999,Sao Paulo,2019-05-20 21:30:42.636
39667,-23.557396,-46.66167100000001,-23.5643327,-46.663726200000006,Sao Paulo,2019-05-20 20:58:57.838
18680,-16.707804,-49.2732323,-16.719206,-49.264121,Goiania,2019-05-19 12:19:27.603
21376,-22.89178,-43.124536,-22.900802,-43.133,Niteroi,2019-05-20 19:40:09.721
8006,-3.733911,-38.557219,-3.742314,-38.565049,Fortaleza,2019-05-19 22:30:15.244
44152,-23.419769,-51.936689,-23.415385,-51.927653,Maringa,2019-05-20 18:01:52.468
19066,-23.422752,-51.906611100000006,-23.420096,-51.907287,Maringa,2019-05-20 20:56:58.433
49860,-23.557518,-46.745298,-23.5432107,-46.7178077,Sao Paulo,2019-05-19 18:25:24.016
38030,-15.8391525,-48.0363634,-15.8372,-48.025805,Brasilia,2019-05-20 13:54:13.756
33960,-23.001173,-43.384283,-23.001573,-43.377487,Rio - Barra,2019-05-20 21:05:47.768
44995,-20.4792205,-54.6412027,-20.443949,-54.664284,Campo Grande,2019-05-19 12:06:01.065
2168,-16.701918799999998,-49.2657881,-16.714360199999998,-49.23661449999999,Goiania,2019-05-19 12:15:07.205
7338,-26.2537855,-48.85339399999999,-26.278418,-48.853772,Joinville,2019-05-19 15:39:54.025
3074,-15.83013,-47.916182,-15.825714,-47.9023844,Brasilia,2019-05-19 14:13:31.270
40603,-23.560038,-46.697066,-23.555967000000006,-46.695551,Sao Paulo,2019-05-20 12:03:05.344
40884,-23.5184838,-46.59016510000001,-23.518057,-46.583874,Sao Paulo,2019-05-20 12:35:00.952
10785,-23.619447,-46.672567,-23.59261,-46.696337,Sao Paulo,2019-05-19 22:03:17.674
32929,-1.434051,-48.476539,-1.426524,-48.484603,Belem,2019-05-19 22:35:13.218
12437,-16.707839,-49.27274600000001,-16.717919000000002,-49.268812,Goiania,2019-05-19 21:32:34.958
22307,-22.9756593,-43.1889348,-22.9850683,-43.2250591,Rio - Zona Sul,2019-05-19 12:49:59.293
31674,-23.566317,-46.652843,-23.560159,-46.668953,Sao Paulo,2019-05-19 21:24:24.314
9642,-15.6115046,-56.0601254,-15.615375,-56.059298,Cuiaba,2019-05-19 11:12:10.097
25898,-23.6160632,-46.5707261,-23.630774,-46.563529,Abc,2019-05-19 20:50:25.893
2613,-16.7068843,-49.2698269,-16.687061,-49.26462,Goiania,2019-05-19 19:08:29.566
40684,-21.204543,-47.7935948,-21.232732,-47.784975,Ribeirao Preto,2019-05-19 12:37:34.443
9694,-15.798194,-47.921136,-15.7994,-47.92677800000001,Brasilia,2019-05-19 17:14:33.002
46178,-8.1192043,-34.9046934,-8.124939999999999,-34.906874,Recife,2019-05-19 15:12:16.695
12931,-23.410894,-51.931619,-23.427815,-51.912797,Maringa,2019-05-19 12:26:31.503
36746,-3.7224491,-38.5413836,-3.752245,-38.54624,Fortaleza,2019-05-19 18:42:21.397
16194,-8.034257,-34.918626,-8.073137,-34.915219,Recife,2019-05-19 18:28:46.874
19322,-3.775543700000001,-38.5619871,-3.759339,-38.549761,Fortaleza,2019-05-19 14:54:12.647
20714,-25.4346816,-49.2569528,-25.417566600000004,-49.2691569,Curitiba,2019-05-20 12:32:28.185
2704,-23.6306741,-46.639273,-23.625513,-46.639548,Sao Paulo,2019-05-19 18:28:55.743
23411,-22.902497,-43.181342,-22.9162536,-43.1847211,Rio - Centro,2019-05-20 19:13:10.654
40641,-12.965041,-38.46347,-12.964325,-38.430064,Salvador,2019-05-19 20:23:44.431
21477,-15.7638395,-47.8808229,-15.718132,-47.881569,Brasilia,2019-05-19 17:23:06.892
20964,-22.9057363,-47.0580331,-22.9251897,-47.0897776,Campinas,2019-05-20 11:46:06.194
33762,-19.913078,-43.928631,-19.9165892,-43.9250136,Belo Horizonte,2019-05-20 18:25:51.818
20164,-2.517377,-44.256458,-2.5049200000000003,-44.255689,Sao Luis,2019-05-20 21:00:34.985
31501,-23.3101182,-51.1695274,-23.292132,-51.1797,Londrina,2019-05-20 11:49:30.776
2162,-8.0351983,-34.898381,-8.011994,-34.908656,Recife,2019-05-19 18:32:03.642
40138,-23.6165,-46.740801,-23.576221,-46.741682,Sao Paulo,2019-05-19 20:16:03.488
5111,-23.5280182,-46.6914905,-23.5351601,-46.656754600000006,Sao Paulo,2019-05-20 20:39:53.347
402,-22.9836709,-43.2110573,-22.9811378,-43.205097,Rio - Zona Sul,2019-05-19 14:03:21.649
10156,-23.595412,-46.677536,-23.6049297,-46.6409369,Sao Paulo,2019-05-20 19:24:37.760
4451,-20.313325,-40.2882491,-20.310591,-40.292264,Vitoria,2019-05-19 13:07:07.873
21984,-23.5236995,-46.697767,-23.523676,-46.6938269,Sao Paulo,2019-05-20 20:33:57.670
31118,-23.5717979,-46.6555755,-23.6052022,-46.6720308,Sao Paulo,2019-05-20 21:30:55.272
46153,-15.8091464,-47.90161610000001,-15.824738,-47.90955200000001,Brasilia,2019-05-20 12:20:46.037
5909,-7.098835,-34.844534,-7.1031119999999985,-34.835295,Joao Pessoa,2019-05-19 13:17:36.288
43387,-15.831328,-47.91147700000001,-15.831443,-47.918586,Brasilia,2019-05-19 20:37:28.754
21542,-22.8720078,-47.0292625,-22.897515,-47.060315,Campinas,2019-05-19 13:08:54.084
10789,-23.5683342,-46.6891758,-23.624665,-46.688734,Sao Paulo,2019-05-20 20:00:41.644
9248,-18.892616,-48.2617163,-18.896096300000004,-48.2668973,Uberlandia,2019-05-19 13:57:01.588
32484,-7.979286,-34.838023,-7.9680155,-34.8318317,Recife,2019-05-19 17:05:12.772
23685,-15.8087,-48.065492,-15.8348865,-48.0437553,Brasilia,2019-05-20 11:13:18.959
37006,-3.8183863,-38.4977774,-3.811289,-38.532283,Fortaleza,2019-05-20 13:41:11.325
38199,-27.5903345,-48.5196451,-27.5917363,-48.5592573,Florianopolis,2019-05-19 19:31:47.099
8017,-23.5246051,-47.4645896,-23.5167297,-47.46041719999999,Sorocaba,2019-05-19 21:42:51.111
6792,-18.910389,-48.261806,-18.902624,-48.245582,Uberlandia,2019-05-20 13:06:18.294
3138,-10.932367,-37.068767,-10.929277,-37.072842,Aracaju,2019-05-19 21:09:31.783
27621,-8.186208,-34.921156,-8.142536,-34.915157,Restaurante Parceiro,2019-05-19 13:40:00.459
15615,-23.5545294,-46.6351953,-23.5621334,-46.6560263,Sao Paulo,2019-05-19 15:22:32.791
21762,-23.6324879,-46.7003514,-23.644256,-46.677918,Sao Paulo,2019-05-19 13:51:01.262
42961,-23.532992,-46.21082,-23.533277,-46.210785,Mogi Das Cruzes,2019-05-19 13:36:58.982
18494,-23.533382,-46.783489,-23.543426,-46.7919,Osasco,2019-05-19 14:25:38.921
40456,-9.6486311,-35.7162075,-9.653511,-35.704291,Maceio,2019-05-19 14:12:41.961
48297,-24.014522,-46.425832,-24.00889,-46.405613,Praia Grande,2019-05-19 14:45:40.946
43316,-23.199747,-45.881572,-23.204637,-45.905711,Sao Jose Dos Campos,2019-05-20 12:58:07.866
31701,-15.802573,-47.927464,-15.79197,-47.931156,Brasilia,2019-05-20 22:36:20.420
8356,-13.012467,-38.483454,-12.997882,-38.497365,Salvador,2019-05-19 17:22:49.647
31315,-23.556776,-46.753308,-23.533956,-46.719857,Sao Paulo,2019-05-20 15:01:33.638
32388,-22.9547038,-43.1847395,-22.9633127,-43.1766152,Rio - Zona Sul,2019-05-20 21:51:04.091
16436,-23.484151,-46.863846,-23.460897,-46.88601,Barueri,2019-05-19 16:53:54.819
25457,-22.342733,-49.049509,-22.318376,-49.084038,Bauru,2019-05-20 20:28:13.272
4564,-23.538002,-46.686518,-23.5271962,-46.6914614,Sao Paulo,2019-05-19 20:36:46.423
41650,-23.5528977,-46.6422765,-23.528073000000006,-46.663788,Sao Paulo,2019-05-19 13:03:33.517
11514,-3.7408977,-38.51317810000001,-3.724665,-38.502115,Fortaleza,2019-05-20 16:53:50.892
31261,-22.01777,-47.88173,-22.008609,-47.886206,Sao Carlos,2019-05-20 11:43:07.305
4965,-2.513015,-44.26267,-2.512275,-44.2556,Sao Luis,2019-05-19 19:35:28.984
44066,-23.5129251,-47.4553409,-23.487162,-47.47900300000001,Sorocaba,2019-05-20 12:08:27.441
44519,-19.9184295,-43.9441919,-19.933687,-43.934411,Belo Horizonte,2019-05-20 14:47:00.388
12073,-23.5146222,-46.6598655,-23.541622,-46.691939,Sao Paulo,2019-05-19 14:59:49.336
44775,-7.1162168,-34.8246725,-7.129510000000002,-34.828364,Joao Pessoa,2019-05-19 18:52:30.943
31559,-18.927138,-48.280326,-18.913289,-48.243267,Uberlandia,2019-05-19 14:16:46.413
24192,-30.0290026,-51.2101909,-30.0578535,-51.1893833,Porto Alegre,2019-05-19 12:11:52.025
35163,-22.725142,-47.657879,-22.712983,-47.64457,Piracicaba,2019-05-20 14:44:59.543
13916,-23.2297958,-45.8841049,-23.2267496,-45.8856859,Sao Jose Dos Campos,2019-05-19 19:26:28.214
24416,-22.87168,-43.336792,-22.868170000000006,-43.343282,Rio - Madureira,2019-05-20 15:14:07.275
41908,-21.196819,-47.819221,-21.1595999,-47.8356422,Ribeirao Preto,2019-05-20 19:39:44.790
10304,-20.457690300000007,-54.5780556,-20.4596575,-54.57807310000001,Campo Grande,2019-05-20 22:25:16.374
20007,-12.9954233,-38.4712748,-12.989108,-38.50822,Salvador,2019-05-20 15:28:20.090
39553,-19.9184295,-43.9441919,-19.943724,-43.927191,Belo Horizonte,2019-05-20 11:19:31.125
10171,-19.9329209,-43.9509364,-19.947945,-43.960114,Belo Horizonte,2019-05-20 19:54:21.559
12622,-22.9554234,-43.189193,-22.955251,-43.175241,Rio - Zona Sul,2019-05-20 19:50:01.539
3905,-22.9118001,-43.1868478,-22.9271521,-43.175101700000006,Rio - Centro,2019-05-20 13:07:59.023
24518,-23.5734735,-46.6441814,-23.627008,-46.66325300000001,Sao Paulo,2019-05-19 10:44:41.995
36648,-15.5933663,-56.0600786,-15.596532,-56.063311,Cuiaba,2019-05-19 20:02:43.369
41203,-23.601743,-46.661976,-23.6002409,-46.6752691,Sao Paulo,2019-05-19 14:54:41.106
39427,-3.77945,-38.488065,-3.7500381,-38.5076896,Fortaleza,2019-05-19 18:02:11.834
8892,-16.705417,-49.239088,-16.724607000000002,-49.242287,Goiania,2019-05-20 19:43:21.508
49733,-23.564713,-46.681239,-23.533343,-46.675513,Sao Paulo,2019-05-20 20:32:03.384
49647,-15.834229999999998,-47.955452,-15.8047,-47.933145,Brasilia,2019-05-19 14:10:51.437
1237,-23.4763429,-46.5791964,-23.4878705,-46.6190422,Sao Paulo,2019-05-19 14:17:18.052
17977,-15.7748032,-47.8855188,-15.7479261,-47.91382309999999,Brasilia,2019-05-19 12:03:21.368
36158,-23.5590059,-46.6616761,-23.5752841,-46.6466428,Sao Paulo,2019-05-20 12:25:19.280
35220,-22.759993,-43.447669,-22.760715,-43.428706,Nova Iguacu,2019-05-20 11:45:18.226
13058,-23.5469877,-46.6498853,-23.5547355,-46.648489,Sao Paulo,2019-05-20 14:29:23.914
43181,-23.484151,-46.863846,-23.479982,-46.881305,Barueri,2019-05-19 20:18:57.071
11142,-15.590144699999998,-56.1206767,-15.6026565,-56.1053989,Cuiaba,2019-05-19 12:03:58.497
49183,-8.167311999999999,-34.918615,-8.172791,-34.924852,Recife,2019-05-20 21:12:59.739
46070,-23.554873,-46.656805,-23.594659,-46.642949,Sao Paulo,2019-05-19 15:23:46.412
15230,-1.4588633,-48.4878683,-1.456941,-48.484743,Belem,2019-05-20 11:08:58.023
41659,-23.598099,-46.685758,-23.6002946,-46.6700625,Sao Paulo,2019-05-20 18:20:08.761
1735,-22.9323887,-43.099317,-22.9118005,-43.1064791,Niteroi,2019-05-19 11:33:38.222
28516,-21.2116162,-47.8068039,-21.232616,-47.78492,Ribeirao Preto,2019-05-20 21:03:29.001
37290,-8.129826,-34.903082,-8.132318,-34.90439600000001,Recife,2019-05-20 19:45:20.154
11788,-15.845946,-47.894814,-15.8193077,-47.8952803,Brasilia,2019-05-20 14:37:46.974
37395,-5.08485,-42.789573,-5.0728870000000015,-42.783971,Teresina,2019-05-19 16:32:21.496
8948,-30.0281822,-51.2023174,-30.0229123,-51.1746419,Porto Alegre,2019-05-19 20:05:36.695
19991,-23.58061,-46.6748534,-23.535733,-46.672105,Sao Paulo,2019-05-19 11:30:00.662
44147,-25.4502545,-49.28171629999999,-25.464394,-49.221466,Curitiba,2019-05-19 20:16:24.239
45595,-22.929238,-43.243349,-22.9142245,-43.2244183,Rio - Centro,2019-05-20 20:13:03.232
14061,-19.938589800000006,-43.9332279,-19.926212,-43.941705,Belo Horizonte,2019-05-19 15:38:01.251
10603,-23.542247,-46.657636,-23.534188,-46.679158,Sao Paulo,2019-05-19 19:59:30.795
17448,-23.535503,-46.771486,-23.547945,-46.77022,Osasco,2019-05-20 12:38:13.491
13119,-23.5155249,-46.6183765,-23.48962,-46.597818,Sao Paulo,2019-05-19 14:40:46.401
25772,-15.79771,-47.919466,-15.803839000000002,-47.927755,Brasilia,2019-05-19 20:48:02.893
7859,-18.917682,-48.244986,-18.923907,-48.236217,Uberlandia,2019-05-19 21:34:19.146
24022,-22.87168,-43.336792,-22.88174,-43.331782,Rio - Madureira,2019-05-20 13:59:50.083
7698,-15.8306611,-47.9242166,-15.817506,-47.920396,Brasilia,2019-05-20 19:56:38.812
28622,-22.9779452,-43.1899526,-22.9705243,-43.1852932,Rio - Zona Sul,2019-05-19 22:12:05.579
31402,-23.6037475,-46.626145,-23.5645708,-46.6353434,Sao Paulo,2019-05-19 21:42:01.452
6348,-23.570743,-46.655679,-23.599774,-46.639347,Sao Paulo,2019-05-20 09:41:11.043
35750,-23.504598,-46.8345879,-23.499488,-46.82510300000001,Barueri,2019-05-20 13:10:23.527
39417,-19.928244,-43.946716,-19.891467,-43.930268,Belo Horizonte,2019-05-19 11:20:38.217
10202,-8.034257,-34.918626,-8.030022,-34.925142,Recife,2019-05-19 17:31:29.912
21146,-23.5697411,-46.6594246,-23.555074,-46.674272,Sao Paulo,2019-05-20 12:45:37.597
39407,-23.555362,-46.774,-23.577745,-46.790412,Restaurante Parceiro,2019-05-19 20:16:48.170
18451,-12.968794,-38.43179600000001,-12.973902,-38.429992,Salvador,2019-05-20 20:37:49.563
9300,-1.446138,-48.489687,-1.4519127,-48.49889049999999,Belem,2019-05-19 19:19:09.906
35840,-30.0846697,-51.2458384,-30.080140000000004,-51.245068,Porto Alegre,2019-05-20 11:22:06.475
30785,-10.941295,-37.062858,-10.931819,-37.067041,Aracaju,2019-05-19 12:52:27.277
5960,-23.66159,-46.52437800000001,-23.6634743,-46.5476167,Abc,2019-05-20 13:20:38.405
6508,-23.5565488,-46.6915389,-23.5843626,-46.6893935,Sao Paulo,2019-05-19 18:15:39.211
43328,-23.5528977,-46.6422765,-23.559615,-46.662247,Sao Paulo,2019-05-19 21:16:17.587
5355,-23.638577,-46.543658,-23.646237,-46.534152,Abc,2019-05-19 13:03:38.767
3420,-23.623443,-46.69872700000001,-23.629138,-46.739345,Sao Paulo,2019-05-19 12:54:30.591
18889,-23.45814,-46.527676,-23.471052,-46.54006,Guarulhos,2019-05-20 14:03:05.412
31862,-23.3308668,-51.170153000000006,-23.331187,-51.179931,Londrina,2019-05-20 11:50:47.216
34186,-13.0081,-38.5080598,-13.004995,-38.532475,Salvador,2019-05-19 12:04:36.627
35684,-19.9213133,-43.92086550000001,-19.9304737,-43.9235201,Belo Horizonte,2019-05-20 13:05:43.130
46754,-23.565621,-46.650789,-23.557156,-46.655279,Sao Paulo,2019-05-20 20:27:30.971
32374,-24.013567,-46.409515,-24.017202,-46.438118,Praia Grande,2019-05-19 15:07:02.601
292,-23.510749,-46.658687,-23.539194,-46.675901,Sao Paulo,2019-05-20 12:43:01.164
21950,-19.938589800000006,-43.9332279,-19.980897,-43.974281,Belo Horizonte,2019-05-19 15:04:06.697
38433,-25.431525,-49.2765588,-25.434682100000003,-49.2783922,Curitiba,2019-05-20 21:08:13.516
8477,-8.0391435,-34.90122940000001,-8.045616,-34.904344,Recife,2019-05-20 17:38:16.134
39302,-23.510749,-46.658687,-23.526194,-46.676981,Sao Paulo,2019-05-20 12:17:05.352
10027,-23.5725778,-46.69569620000001,-23.571187,-46.725352,Sao Paulo,2019-05-19 21:03:31.630
18285,-23.602515,-46.6402333,-23.5766793,-46.6313433,Sao Paulo,2019-05-19 20:12:08.630
47623,-23.554873,-46.656805,-23.556647,-46.653848,Sao Paulo,2019-05-20 13:44:33.424
15676,-23.630916,-46.736519,-23.610468,-46.703722,Sao Paulo,2019-05-19 19:32:11.426
7254,-22.922728600000006,-43.234197,-22.914624,-43.233422,Rio - Centro,2019-05-20 16:20:03.105
7142,-23.5938887,-46.673735,-23.5816946,-46.6818108,Sao Paulo,2019-05-19 19:32:32.503
25422,-12.986888,-38.454842,-12.996355,-38.448728,Salvador,2019-05-19 13:53:25.332
36675,-18.910389,-48.261806,-18.911067000000006,-48.267714,Uberlandia,2019-05-19 20:33:56.723
11864,-23.545318,-46.654903,-23.540606,-46.655432,Sao Paulo,2019-05-19 10:15:52.749
11319,-3.730276,-38.479083,-3.738497,-38.497619,Fortaleza,2019-05-20 12:13:47.886
33663,-25.449119600000003,-49.299949,-25.459129,-49.3092309,Curitiba,2019-05-20 19:08:08.325
26916,-23.630916,-46.692943,-23.614393,-46.715754,Sao Paulo,2019-05-20 20:28:31.240
49786,-27.576811,-48.621588,-27.605427,-48.630237,Sao Jose,2019-05-20 16:23:48.277
8482,-8.111289999999999,-34.926438,-8.107924,-34.918775,Recife,2019-05-20 21:40:00.692
47766,-23.556043,-46.678044,-23.5583054,-46.6765901,Sao Paulo,2019-05-19 20:10:11.978
25497,-15.802670999999998,-47.929361,-15.767964,-47.939599,Brasilia,2019-05-20 16:05:30.840
3579,-23.306356,-51.162604,-23.302808,-51.161524,Londrina,2019-05-20 11:34:23.803
34743,-15.813317,-47.904355,-15.811087300000002,-47.9012244,Brasilia,2019-05-20 18:56:48.846
43999,-3.1134197,-60.00725129999999,-3.114963,-60.009536,Manaus,2019-05-20 15:47:42.842
23128,-20.336408,-40.289079,-20.358653,-40.295022,Vila Velha,2019-05-19 18:49:24.564
2784,-16.695195000000002,-49.265299,-16.671764000000003,-49.2640451,Goiania,2019-05-20 20:24:53.747
40665,-22.907525,-43.109299,-22.895456,-43.112695,Niteroi,2019-05-19 20:07:52.382
13721,-12.9794481,-38.47163670000001,-12.949726,-38.433805,Salvador,2019-05-20 16:24:10.518
26895,-13.014487,-38.488146,-12.997157,-38.5217529,Salvador,2019-05-19 20:28:03.935
31536,-25.467672,-49.287387,-25.436654,-49.307153,Curitiba,2019-05-19 20:25:05.214
30546,-20.351943,-40.287801,-20.347239,-40.286331,Vila Velha,2019-05-19 19:25:59.463
1112,-3.810367,-38.494511,-3.787034,-38.504875,Fortaleza,2019-05-19 16:32:31.347
18323,-3.790169,-38.550138,-3.7875375,-38.5248594,Fortaleza,2019-05-20 20:50:10.065
47175,-12.9903562,-38.4609849,-13.007632199999998,-38.4649619,Salvador,2019-05-19 11:52:47.271
46733,-22.9657132,-43.1766333,-22.9664,-43.182305,Rio - Zona Sul,2019-05-20 13:19:01.444
27840,-23.5996191,-46.61531069999999,-23.596514000000006,-46.6109085,Sao Paulo,2019-05-20 14:08:37.404
8537,-25.4346816,-49.2569528,-25.455159,-49.232447,Curitiba,2019-05-19 11:59:21.949
40108,-23.4870932,-46.643986,-23.500174,-46.624044,Sao Paulo,2019-05-20 19:13:27.955
20318,-15.834218900000002,-48.0373027,-15.832114,-48.03524270000001,Brasilia,2019-05-20 17:10:42.710
46224,-22.8916519,-43.11946,-22.89377,-43.122545,Niteroi,2019-05-20 12:15:21.472
11919,-23.587741,-46.642932,-23.601740600000007,-46.6485193,Sao Paulo,2019-05-19 16:48:13.881
26950,-30.00924,-51.180198,-30.0126675,-51.1341938,Porto Alegre,2019-05-20 17:30:43.076
41939,-23.5215965,-46.6237451,-23.5586696,-46.6399602,Sao Paulo,2019-05-19 15:10:06.884
12510,-25.435247,-49.282302,-25.40079,-49.272278,Curitiba,2019-05-19 18:35:31.302
39678,-20.480081,-54.62684300000001,-20.476773,-54.611512,Campo Grande,2019-05-19 20:24:32.146
32441,-23.630916,-46.692943,-23.640301,-46.6526191,Sao Paulo,2019-05-20 19:48:59.324
4382,-8.036655,-34.894996,-8.051165600000001,-34.9085977,Recife,2019-05-19 15:37:04.131
40244,-18.9203495,-48.2756677,-18.951437,-48.275452,Uberlandia,2019-05-19 19:32:16.761
19446,-12.970223,-38.474137,-12.946087,-38.473707,Salvador,2019-05-19 19:19:48.040
35076,-3.7516694,-38.5018884,-3.728361,-38.5013653,Fortaleza,2019-05-19 18:52:21.738
16177,-25.4271207,-49.2553413,-25.4328935,-49.2801429,Curitiba,2019-05-20 11:39:21.578
2393,-23.5884661,-46.680874,-23.5928536,-46.674173,Sao Paulo,2019-05-19 20:08:01.033
19602,-23.601743,-46.661976,-23.6458992,-46.6646308,Sao Paulo,2019-05-19 11:46:43.204
24594,-23.9628663,-46.3236916,-23.965006,-46.332418,Santos,2019-05-20 12:43:58.582
21106,-22.984304,-43.2091,-22.97528,-43.192216,Rio - Zona Sul,2019-05-20 21:10:57.841
40730,-16.6989673,-49.2623435,-16.693556,-49.238385,Goiania,2019-05-19 13:38:35.157
18271,-7.2163020000000015,-35.892699,-7.217002000000001,-35.910622,Campina Grande,2019-05-20 12:07:34.855
12664,-23.584238,-46.675065,-23.5582982,-46.6538382,Sao Paulo,2019-05-19 19:22:09.926
9297,-29.171075,-51.191199,-29.1546206,-51.17845360000001,Caxias Do Sul,2019-05-19 13:04:10.155
13746,-1.4597027,-48.50340720000001,-1.456017,-48.500491,Belem,2019-05-20 11:31:43.102
14131,-22.982822,-43.204929,-22.98361,-43.2328808,Rio - Zona Sul,2019-05-19 12:54:50.620
8109,-30.0338735,-51.2108249,-30.0097784,-51.1817315,Porto Alegre,2019-05-19 20:54:29.486
8598,-23.6560552,-46.5717792,-23.6695924,-46.5859687,Abc,2019-05-20 19:46:46.046
37816,-23.539889,-46.683781,-23.55701,-46.674948,Sao Paulo,2019-05-20 20:06:04.088
27048,-23.566317,-46.652843,-23.558943,-46.677791,Sao Paulo,2019-05-19 21:38:38.390
8042,-22.9018391,-43.11231220000001,-22.904021,-43.111663,Niteroi,2019-05-20 20:27:40.911
21943,-29.995416100000003,-51.1873991,-29.985808,-51.198734,Porto Alegre,2019-05-19 22:57:04.196
22054,-15.813681,-47.89006,-15.818692,-47.835769,Brasilia,2019-05-19 13:05:58.250
46861,-25.413358,-49.2578206,-25.4156599,-49.2660298,Curitiba,2019-05-20 11:24:47.618
31327,-25.4051249,-49.245518,-25.417066,-49.278845,Curitiba,2019-05-19 13:01:41.393
37707,-20.3516643,-40.2874484,-20.35184,-40.30818,Vila Velha,2019-05-20 20:02:26.720
3077,-25.4488772,-49.2809814,-25.4416383,-49.271739,Curitiba,2019-05-20 19:16:40.962
23502,-8.194391,-34.932454,-8.203317,-34.925057,Recife,2019-05-20 21:29:15.498
17210,-15.610867,-56.083719,-15.5808552,-56.10034419999999,Cuiaba,2019-05-20 14:15:52.454
